rep_new,policy_level,date,organisation,purpose,department,others_at_the_meeting,source,registrant_additional_information,portal_source,RecordId,tag
Neil Gray MSP,Minister,21/12/2023,SAE Renewables,Meeting with Neil Gray MSP  Cabinet Secretary for Wellbeing Economy  Fair Work and Energy. To brief the Minister on the MeyGen tidal stream energy project.   We discussed the operational performance of the existing array and discussed the opportunity for job creation and investment in the further expansion of the site. | Location: Scottish Parliament EH99 1SP  | Type: Face to face,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49418,Type: None | Lobbyist names: Graham Reid; Sean Parsons | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97591,
Katy Clark MSP,MSP,16/02/2024,Amey Group Services Ltd,Conversation with Katy Clark MSP  Member for West Scotland  during the Scottish Labour Party Business Day. We informed the Member of Amey's business in Scotland  highlighting our work maintaining and upgrading the trunk road network in the South West of Scotland. We asked the Member for a further meeting to continue discussion. | Location: Crowne Plaza Hotel Congress Road Glasgow G3 8QT  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49417,Type: None | Lobbyist names: Mark Smith | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97592,
Paul Sweeney MSP,MSP,16/02/2024,Amey Group Services Ltd,Conversation with Paul Sweeney MSP  Member for Glasgow  during the Scottish Labour Party Business Day. We informed the Member of Amey's business in Scotland  highlighting our work in supporting Veterans and their families into skills and employment opportunities in our business. We also raised our highways business in South West Scotland and asked the Member for a further meeting to continue discussion. | Location: Crowne Plaza Hotel Congress Road Glasgow G3 8QT  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49416,Type: None | Lobbyist names: Mark Smith | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97593,
Michael Marra MSP,MSP,16/02/2024,Amey Group Services Ltd,Discussion with Michael Marra MSP  Member for North East Scotland  during an industry dinner. We informed the Member of Amey's business in Scotland  particularly highlighting our work maintaining and upgrading the trunk road network in the North East of Scotland  and the need for further investment in transport infrastructure. | Location: 141 Bothwell Street Glasgow G2 7EQ  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49415,Type: None | Lobbyist names: Mark Smith | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97594,
Ivan McKee MSP,MSP,15/02/2024,Charlotte Street Partners,Meeting with Ivan McKee MSP  Member for Glasgow Provan  alongside Neil Gadhok  Government Affairs Director  UK and Ireland  from our client  Intuitive Surgical. To update the Member on Intuitive Surgical's work in Scotland and its future plans and to discuss the benefits of robotic assisted surgery  in particular for patients at Glasgow Royal Infirmary.  | Location: 118 Ingram Street Glasgow G1 1EJ  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49411,Type: None | Lobbyist names: John Cumming | Entity lobbying on behalf of organisation: Intuitive Surgical,Scottish lobbying register,97595,
Murdo Fraser MSP,MSP,17/11/2023,Kilmac Ltd,Meeting with Murdo Fraser MSP  Member for Mid Scotland and Fife.   Also in attendance were David Mitchell and Alistair Layland (Craigie Hill Golf Club). We updated the Member regarding the ongoing status of the golf club  particularly outlining ongoing financial difficulties and plans to transition to a community sports hub.   We discussed how progress was hindered earlier on this year due to the significant concerns expressed around flooding. We reinforced the level of consultation undertaken by the club on the subject of flooding with the local flood groups. We highlighted that  after engagement with the local Flood Groups  independent experts were engaged by the Flood Group and the cost was covered by the Golf Club. We informed the Member that the report produced validated initial expert advice i.e. that the proposed development would not have a detrimental impact on flooding  rather it would improve the situation. | Location: Constituency Office The Control Tower Perth Airport Scone PH2 6PL  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49408,Type: Company | Lobbyist names: Athole McDonald; Derek Ross | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97596,
Michael Marra MSP,MSP,17/02/2024,iNHouse Communications,Discussion with Michael Marra MSP  Member for North East Scotland  at the Scotch Whisky Association exhibition area during the Scottish Labour Party Conference. We promoted the Scotch Whisky industry's role as part of Labour's ambitions for a 'Brand Scotland ' and sought the Member's support for the Scotch Whisky Association's Budget campaign  which calls for a cut in spirits excise duty.  We invited the Member to be photographed with a pledge card showing support for the Scotch Whisky industry. | Location: Scottish Event Campus Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49406,Type: Company | Lobbyist names: Jennifer Watson; Beth Robertson | Entity lobbying on behalf of organisation: Scotch Whisky Association,Scottish lobbying register,97597,
Paul O'Kane MSP,MSP,16/02/2024,Macmillan Cancer Support,Meeting with Paul O'Kane MSP  Member for West Scotland  at the Scottish Labour Party Conference.  We asked the Member to support in the Parliament Macmillan Cancer Support's campaign for Social Security Scotland to speed up Adult Disability Payments for cancer patients.  | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49405,Type: None | Lobbyist names: Peter Hastie | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97598,
Pam Duncan-Glancy MSP,MSP,16/02/2024,The Business Services Association (BSA),Discussion with Pam Duncan-Glancy MSP  Member for Glasgow  during a breakout roundtable meeting at the Scottish Labour Business Forum. We noted the importance of pipelines to enable service and infrastructure providers to invest long-term in supply chains and skills  and outlined some of the general characteristics of skills systems that large and small employers alike emphasised  including responsiveness and flexibility. We provided examples of what this might mean (such as courses of less than a year  retraining  including for older groups  and provision of intermediate skills) and made positive reference to the principles behind the Flexible Workforce Development Fund.   We also asked a factual question about whether proposed reforms the Shadow Cabinet Secretary outlined to the apprenticeship levy in England might be mirrored by reforms based on similar principles in Scotland. | Location: Crowne Plaza Hotel Congress Road Glasgow G3 8QT  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49404,Type: Representative Body | Lobbyist names: Peter Campbell | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97599,
Jenni Minto MSP,MSP,30/10/2023,LAR Housing Trust,Meeting with Jenni Minto MSP  Member for Argyll and Bute.   Also in attendance were Rt Hon Ken Macintosh  Lar Housing Trust's Chair  and Ed Monaghan  Non Executive Director of Lar Projects Limited.  We had a discussion with regard to re-using derelict buildings  the challenges of taking the site through planning and keeping the site safe.   We discussed opportunities to provide Lar's model and construction knowledge towards derelict buildings in the Argyll and Bute area and challenges faced by small remote communities to resource projects sufficiently.   We introduced the Member to Seawarm and highlighted the work they had been carrying out on site and their plans for the next generation of green technologies to be used  particularly beside coastal communities.  | Location: Old Naval Barracks South Queensferry EH30 9SJ  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49397,Type: None | Lobbyist names: Ann Leslie | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97600,
Ross Greer MSP,MSP,23/01/2024,Alcohol Focus Scotland,Video conference meeting with Ross Greer MSP  Member for West Scotland.  We discussed proposals for the introduction of a new public health supplement on alcohol retailers to fund treatment and prevention. We highlighted the initial findings from research that Alcohol Focus Scotland commissioned Fraser of Allander Institute to conduct on estimated revenue that could be raised from this mechanism.  | Location: Private Residence - Address Withheld  | Type: Video conference,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49395,Type: None | Lobbyist names: Alison Douglas | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97601,
